Hip,Knee,Ankle,Body
158.72,173.62,164.53,161.72
160.21,175.54,163.16,162.32
162.1,177.81,169.21,163.13
165.81,178.34,166.37,165.01
166.91,176.95,163.71,165.41
167.32,177.79,175.33,166.24
166.25,178.0,176.21,165.23
164.18,179.88,175.44,164.12
165.75,179.84,177.26,165.66
168.13,178.95,177.07,167.58
168.72,178.4,176.14,167.9
167.27,178.37,167.38,168.1
166.91,175.46,172.12,169.22
164.32,170.03,174.39,169.27
160.3,161.76,171.28,169.63
156.88,152.35,148.57,170.45
152.73,148.51,134.03,168.1
149.31,147.23,128.15,165.23
145.92,148.55,126.31,161.05
145.03,148.96,126.66,160.02
144.51,149.0,127.61,159.51
144.14,148.4,127.22,159.44
143.83,147.91,126.38,159.4
143.74,148.17,127.56,159.2
143.77,148.3,128.05,159.17
143.81,148.43,128.41,159.14
143.76,148.49,128.58,159.07
143.73,148.56,128.81,159.03
143.68,148.58,129.15,158.99
143.59,148.4,129.26,158.99
143.47,148.19,129.13,158.96
143.31,147.93,128.89,158.93
143.18,147.73,128.74,158.9
143.09,147.53,128.64,158.89
142.98,147.27,128.48,158.91
142.92,147.07,128.34,158.93
142.91,146.96,128.2,158.97
142.9,146.89,128.11,158.99
142.87,146.78,128.0,159.01
142.87,146.74,127.92,159.03
142.91,146.75,127.84,159.06
142.93,146.75,127.77,159.08
142.92,146.74,127.7,159.08
142.94,146.75,127.63,159.08
142.95,146.77,127.61,159.07
142.96,146.78,127.57,159.06
142.94,146.78,127.54,159.03
