Hip,Knee,Ankle,Body
171.35,175.53,159.57,173.46
169.84,174.32,157.33,172.49
170.06,174.84,157.93,172.53
170.6,175.39,158.72,172.92
170.88,176.13,165.51,172.82
171.22,176.97,165.65,172.72
171.34,176.29,153.02,173.16
171.01,175.79,154.71,173.03
171.43,176.23,157.11,173.25
171.06,178.3,163.66,171.88
169.75,178.29,168.24,170.58
168.41,176.98,169.28,169.86
168.61,174.44,168.1,171.18
167.34,173.74,169.31,170.24
166.74,174.44,169.9,169.36
166.37,175.02,170.51,168.88
167.2,175.63,169.26,169.39
168.49,175.17,161.76,170.86
169.57,172.62,154.18,173.1
171.56,173.55,149.07,174.67
173.35,176.69,154.42,174.94
174.12,177.61,162.68,175.28
173.82,177.01,163.39,175.28
173.79,177.35,166.4,175.1
173.68,176.46,161.96,175.39
173.97,175.07,158.2,176.29
173.79,175.24,157.19,175.99
173.08,174.87,158.63,175.5
173.2,175.61,161.72,175.35
173.45,175.72,161.93,175.62
173.26,175.11,156.78,175.71
171.57,173.73,148.26,174.62
170.32,173.68,149.2,173.34
169.6,173.43,152.47,172.78
169.83,175.35,158.92,172.2
168.86,174.2,158.14,171.71
168.54,170.71,155.2,172.98
168.59,166.57,147.69,174.79
170.54,168.77,149.44,175.74
171.27,170.64,153.67,175.57
172.71,173.81,160.2,175.78
174.0,175.76,163.55,176.14
173.57,174.77,147.39,176.16
173.39,175.65,139.01,175.52
173.46,176.11,138.55,175.34
173.94,178.26,143.11,174.78
173.72,178.96,146.92,174.23
173.0,177.68,149.09,174.11
173.28,177.81,152.65,174.32
172.6,175.38,147.85,174.72
171.84,175.57,147.26,173.89
170.95,175.65,150.63,173.0
170.57,175.77,157.54,172.71
169.82,175.65,160.48,172.05
169.4,174.68,159.06,172.06
168.66,175.23,152.75,171.02
167.75,176.18,152.37,169.64
167.28,176.32,148.73,169.1
168.08,177.47,153.61,169.32
167.77,175.78,151.85,169.81
167.62,175.01,154.32,170.05
167.31,173.91,151.68,170.14
166.85,173.66,150.99,169.83
166.29,173.08,149.88,169.49
167.08,174.11,155.12,169.84
167.39,174.68,159.09,169.95
168.48,175.52,158.83,170.67
168.76,174.8,153.66,171.31
168.83,175.14,154.25,171.21
168.96,175.24,154.41,171.3
169.17,174.97,154.95,171.63
169.05,174.81,156.83,171.61
169.59,173.95,152.1,172.59
172.23,172.63,148.42,175.67
174.05,172.06,146.46,177.63
173.99,172.69,148.21,177.35
173.26,172.15,149.01,176.78
170.86,172.49,152.21,174.54
170.63,172.81,153.91,174.28
168.93,171.74,150.81,173.09
167.23,170.63,147.7,171.86
165.92,170.21,146.63,170.73
166.08,170.23,145.34,170.9
165.72,170.17,144.1,170.48
165.63,170.17,146.03,170.42
165.9,167.75,139.45,171.64
165.35,162.52,130.88,173.51
165.62,162.98,129.74,173.58
167.4,165.35,131.58,174.32
168.92,169.5,138.94,174.17
170.55,173.76,151.88,173.76
170.79,173.26,145.79,174.15
170.29,171.97,139.73,174.25
